name,description,clean_text,tags,views,comments
Paola Antonelli: Treat design as art,"Paola Antonelli, design curator at New York's Museum of Modern Art, wants to spread her appreciation of design -- in all shapes and forms -- around the world.","['paola', 'antonelli', 'design', 'curator', 'new', 'york', 'museum', 'modern', 'art', 'want', 'spread', 'appreciation', 'design', 'shape', 'form', 'world']","['art', 'culture', 'design', 'museums']",585052,40
"Frank Gehry: A master architect asks, Now what?","In a wildly entertaining discussion with Richard Saul Wurman, architect Frank Gehry gives TEDsters his take on the power of failure, his recent buildings, and the all-important ""Then what?"" factor.","['wildly', 'entertaining', 'discussion', 'richard', 'saul', 'wurman', 'architect', 'frank', 'gehry', 'give', 'tedsters', 'power', 'failure', 'recent', 'building', 'important', 'factor']","['architecture', 'business', 'creativity', 'culture', 'design', 'interview', 'invention']",959382,39
"Raul Midon: ""Tembererana""","Singer/guitarist Raúl Midón performs ""All the Answers"" in a world premiere at TED2007, followed by the sprightly ""Tembererana.""","['singer', 'guitarist', 'raúl', 'midón', 'perform', 'answers', 'world', 'premiere', 'ted2007', 'follow', 'sprightly', 'tembererana']","['culture', 'entertainment', 'guitar', 'live music', 'music', 'performance', 'singer', 'technology']",403089,41
"Bill Strickland: Rebuilding a neighborhood with beauty, dignity, hope","Bill Strickland tells a quiet and astonishing tale of redemption through arts, music, and unlikely partnerships.","['bill', 'strickland', 'tell', 'quiet', 'astonishing', 'tale', 'redemption', 'art', 'music', 'unlikely', 'partnership']","['MacArthur grant', 'activism', 'children', 'cities', 'culture', 'live music', 'philanthropy']",611092,95
Bernie Dunlap: The life-long learner,"Wofford College president Bernie Dunlap tells the story of Sandor Teszler, a Hungarian Holocaust survivor who taught him about passionate living and lifelong learning.","['wofford', 'college', 'president', 'bernie', 'dunlap', 'tell', 'story', 'sandor', 'teszler', 'hungarian', 'holocaust', 'survivor', 'teach', 'passionate', 'living', 'lifelong', 'learning']","['culture', 'education', 'entertainment', 'library', 'literature', 'race', 'storytelling']",1854024,205
David Pogue: The music wars,"New York Times tech columnist David Pogue performs a satirical mini-medley about iTunes and the downloading wars, borrowing a few notes from Sonny and Cher and the Village People.","['new', 'york', 'times', 'tech', 'columnist', 'david', 'pogue', 'perform', 'satirical', 'mini', 'medley', 'itunes', 'download', 'war', 'borrow', 'note', 'sonny', 'cher', 'village', 'people']","['entertainment', 'humor', 'music', 'technology']",594523,51
Alison Jackson: An unusual glimpse at celebrity,"By making photographs that seem to show our favorite celebs (Diana, Elton John) doing what we really, secretly, want to see them doing, Alison Jackson explores our desire to get personal with celebs. Contains graphic images.","['make', 'photograph', 'favorite', 'celebs', 'diana', 'elton', 'john', 'secretly', 'want', 'alison', 'jackson', 'explore', 'desire', 'personal', 'celebs', 'contain', 'graphic', 'image']","['art', 'culture', 'entertainment', 'photography']",670863,34
Chris Anderson: TED's nonprofit transition,"Chris Anderson gave this talk in 2002, prior to taking over leadership of TED. Co-founder Richard Saul Wurman was leaving, and TED's future was in the balance. He seeks to persuade TEDsters that what was then a for-profit conference had a secure future as an idea-based nonprofit endeavor.","['chris', 'anderson', 'give', 'talk', '2002', 'prior', 'take', 'leadership', 'ted', 'co', 'founder', 'richard', 'saul', 'wurman', 'leave', 'ted', 'future', 'balance', 'seek', 'persuade', 'tedsters', 'profit', 'conference', 'secure', 'future', 'idea', 'base', 'nonprofit', 'endeavor']","['business', 'community', 'culture', 'global issues', 'philanthropy', 'philosophy', 'technology']",324266,117
Robin Chase: The idea behind Zipcar (and what comes next),"Robin Chase founded Zipcar, the world’s biggest car-sharing business. That was one of her smaller ideas. Here she travels much farther, contemplating road-pricing schemes that will shake up our driving habits and a mesh network vast as the Interstate.","['robin', 'chase', 'found', 'zipcar', 'world', 'big', 'car', 'sharing', 'business', 'small', 'idea', 'travel', 'far', 'contemplate', 'road', 'price', 'scheme', 'shake', 'driving', 'habit', 'mesh', 'network', 'vast', 'interstate']","['business', 'cars', 'cities', 'technology', 'transportation']",434005,78
Jaime Lerner: A song of the city,"Jaime Lerner reinvented urban space in his native Curitiba, Brazil. Along the way, he changed the way city planners worldwide see what's possible in the metropolitan landscape.","['jaime', 'lerner', 'reinvent', 'urban', 'space', 'native', 'curitiba', 'brazil', 'way', 'change', 'way', 'city', 'planner', 'worldwide', 'possible', 'metropolitan', 'landscape']","['Brazil', 'South America', 'cities', 'culture', 'design', 'green', 'humor', 'infrastructure', 'sustainability', 'transportation']",596961,63
David Macaulay: An illustrated journey through Rome,"David Macaulay relives the winding and sometimes surreal journey toward the completion of Rome Antics, his illustrated homage to the historic city.","['david', 'macaulay', 'relive', 'wind', 'surreal', 'journey', 'completion', 'rome', 'antics', 'illustrate', 'homage', 'historic', 'city']","['MacArthur grant', 'ancient world', 'art', 'books', 'cities', 'communication', 'culture', 'design', 'humor']",700273,30
Michael Pollan: A plant's-eye view,What if human consciousness isn't the end-all and be-all of Darwinism? What if we are all just pawns in corn's clever strategy game to rule the Earth? Author Michael Pollan asks us to see the world from a plant's-eye view.,"['human', 'consciousness', 'end', 'darwinism', 'pawn', 'corn', 'clever', 'strategy', 'game', 'rule', 'earth', 'author', 'michael', 'pollan', 'ask', 'world', ""plant'"", 'eye', 'view']","['animals', 'bees', 'business', 'culture', 'ecology', 'evolution', 'food', 'garden', 'global issues', 'plants', 'science']",1359400,165
Howard Rheingold: The new power of collaboration,"Howard Rheingold talks about the coming world of collaboration, participatory media and collective action -- and how Wikipedia is really an outgrowth of our natural human instinct to work as a group.","['howard', 'rheingold', 'talk', 'come', 'world', 'collaboration', 'participatory', 'medium', 'collective', 'action', 'wikipedia', 'outgrowth', 'natural', 'human', 'instinct', 'work', 'group']","['business', 'collaboration', 'communication', 'community', 'culture', 'global issues', 'humanity', 'wikipedia']",931001,60
Pamelia Kurstin: The untouchable music of the theremin,"Virtuoso Pamelia Kurstin performs and discusses her theremin, the not-just-for-sci-fi electronic instrument that is played without being touched. Songs include ""Autumn Leaves,"" ""Lush Life"" and David Mash’s ""Listen, Words Are Gone.""","['virtuoso', 'pamelia', 'kurstin', 'perform', 'discuss', 'theremin', 'sci', 'fi', 'electronic', 'instrument', 'play', 'touch', 'song', 'include', 'autumn', 'leaf', 'lush', 'life', 'david', 'mash', 'listen', 'word', 'gone']","['live music', 'music', 'performance', 'technology']",1687185,105
George Dyson: The story of Project Orion,"Author George Dyson spins the story of Project Orion, a massive, nuclear-powered spacecraft that could have taken us to Saturn in five years. His insider’s perspective and a secret cache of documents bring an Atomic Age dream to life.","['author', 'george', 'dyson', 'spin', 'story', 'project', 'orion', 'massive', 'nuclear', 'power', 'spacecraft', 'take', 'saturn', 'year', 'insider', 'perspective', 'secret', 'cache', 'document', 'bring', 'atomic', 'age', 'dream', 'life']","['NASA', 'Planets', 'future', 'history', 'physics', 'rocket science', 'science', 'space', 'storytelling', 'technology']",785872,53
Moshe Safdie: Building uniqueness,"Looking back over his long career, architect Moshe Safdie delves into four of his design projects and explains how he labored to make each one truly unique for its site and its users.","['look', 'long', 'career', 'architect', 'moshe', 'safdie', 'delf', 'design', 'project', 'explain', 'labor', 'truly', 'unique', 'site', 'user']","['architecture', 'cities', 'collaboration', 'creativity', 'design', 'museums', 'visualizations']",545664,29
Jill Sobule + Julia Sweeney: The Jill and Julia Show,"Two TED favorites, Jill Sobule and Julia Sweeney, team up for a delightful set that mixes witty songwriting with a little bit of social commentary.","['ted', 'favorite', 'jill', 'sobule', 'julia', 'sweeney', 'team', 'delightful', 'set', 'mix', 'witty', 'songwrite', 'little', 'bit', 'social', 'commentary']","['collaboration', 'comedy', 'entertainment', 'guitar', 'humor', 'singer', 'storytelling']",487972,46
Raspyni Brothers: Juggle and jest,"Illustrious jugglers the Raspyni Brothers show off their uncanny balance, agility, coordination and willingness to sacrifice (others). Now, if you'll just stand completely still...","['illustrious', 'juggler', 'raspyni', 'brothers', 'uncanny', 'balance', 'agility', 'coordination', 'willingness', 'sacrifice', 'stand', 'completely']","['collaboration', 'entertainment', 'humor', 'physics']",807628,84
Joseph Lekuton: A parable for Kenya,"Joseph Lekuton, a member of parliament in Kenya, starts with the story of his remarkable education, then offers a parable of how Africa can grow. His message of hope has never been more relevant.","['joseph', 'lekuton', 'member', 'parliament', 'kenya', 'start', 'story', 'remarkable', 'education', 'offer', 'parable', 'africa', 'grow', 'message', 'hope', 'relevant']","['Africa', 'collaboration', 'culture', 'global issues', 'politics']",200726,43
Steve Jurvetson: Model rocketry,"Moneyman Steve Jurvetson takes TEDsters inside his awesome hobby -- launching model rockets –- by sharing some gorgeous photos, his infectious glee and just a whiff of danger.","['moneyman', 'steve', 'jurvetson', 'take', 'tedsters', 'inside', 'awesome', 'hobby', 'launch', 'model', 'rocket', 'share', 'gorgeous', 'photo', 'infectious', 'glee', 'whiff', 'danger']","['TED Brain Trust', 'children', 'design', 'entertainment', 'parenting', 'photography', 'rocket science', 'space', 'toy']",412154,26
Roy Gould + Curtis Wong: A preview of the WorldWide Telescope,"Educator Roy Gould and researcher Curtis Wong show a sneak preview of Microsoft's WorldWide Telescope, which compiles images from telescopes and satellites to build a comprehensive, interactive view of our universe.","['educator', 'roy', 'gould', 'researcher', 'curtis', 'wong', 'sneak', 'preview', 'microsoft', 'worldwide', 'telescope', 'compile', 'image', 'telescope', 'satellite', 'build', 'comprehensive', 'interactive', 'view', 'universe']","['astronomy', 'collaboration', 'demo', 'science', 'technology', 'telescopes', 'universe']",1034064,70
Alan Kay: A powerful idea about ideas,"With all the intensity and brilliance for which he is known, Alan Kay envisions better techniques for teaching kids by using computers to illustrate experience in ways -– mathematically and scientifically -- that only computers can.","['intensity', 'brilliance', 'know', 'alan', 'kay', 'envision', 'well', 'technique', 'teach', 'kid', 'computer', 'illustrate', 'experience', 'way', 'mathematically', 'scientifically', 'computer']","['children', 'collaboration', 'computers', 'design', 'technology']",777609,61
Craig Venter: On the verge of creating synthetic life,"""Can we create new life out of our digital universe?"" Craig Venter asks. His answer is ""yes"" -- and pretty soon. He walks through his latest research and promises that we'll soon be able to build and boot up a synthetic chromosome. NOTE: This talk was given in 2008, and this field of science has developed quickly since then. Read ""Criticisms & updates"" below for more details.","['create', 'new', 'life', 'digital', 'universe', 'craig', 'venter', 'ask', 'answer', 'yes', 'pretty', 'soon', 'walk', 'late', 'research', 'promise', 'soon', 'able', 'build', 'boot', 'synthetic', 'chromosome', 'note', 'talk', 'give', '2008', 'field', 'science', 'develop', 'quickly', 'read', 'criticisms', 'update', 'detail']","['alternative energy', 'creativity', 'energy', 'genetics', 'global issues', 'invention', 'science', 'technology']",1004893,137
"Nicholas Negroponte: 5 predictions, from 1984","With surprising accuracy, Nicholas Negroponte predicts what will happen with CD-ROMs, web interfaces, service kiosks, the touchscreen interface of the iPhone and his own One Laptop per Child project.","['surprising', 'accuracy', 'nicholas', 'negroponte', 'predict', 'happen', 'cd', 'rom', 'web', 'interface', 'service', 'kiosk', 'touchscreen', 'interface', 'iphone', 'laptop', 'child', 'project']","['demo', 'design', 'entertainment', 'future', 'interface design', 'media', 'movies', 'technology']",974087,64
Jill Bolte Taylor: My stroke of insight,"Jill Bolte Taylor got a research opportunity few brain scientists would wish for: She had a massive stroke, and watched as her brain functions -- motion, speech, self-awareness -- shut down one by one. An astonishing story.","['jill', 'bolte', 'taylor', 'get', 'research', 'opportunity', 'brain', 'scientist', 'wish', 'massive', 'stroke', 'watch', 'brain', 'function', 'motion', 'speech', 'self', 'awareness', 'shut', 'astonishing', 'story']","['biology', 'brain', 'consciousness', 'global issues', 'illness', 'science']",21190883,2877
Frank Gehry: My days as a young rebel,"Before he was a legend, architect Frank Gehry takes a whistlestop tour of his early work, from his house in Venice Beach to the American Center in Paris, which was under construction (and much on his mind) when he gave this talk.","['legend', 'architect', 'frank', 'gehry', 'take', 'whistlestop', 'tour', 'early', 'work', 'house', 'venice', 'beach', 'american', 'center', 'paris', 'construction', 'mind', 'give', 'talk']","['architecture', 'collaboration', 'design', 'global issues', 'technology']",620806,9
Dave Eggers: My wish: Once Upon a School,"Accepting his 2008 TED Prize, author Dave Eggers asks  the TED community to personally, creatively engage with local public schools. With spellbinding eagerness, he talks about how his 826 Valencia tutoring center inspired others around the world to open","['accept', '2008', 'ted', 'prize', 'author', 'dave', 'eggers', 'ask', 'ted', 'community', 'personally', 'creatively', 'engage', 'local', 'public', 'school', 'spellbind', 'eagerness', 'talk', '826', 'valencia', 'tutoring', 'center', 'inspire', 'world', 'open']","['TED Prize', 'activism', 'children', 'collaboration', 'culture', 'design', 'education', 'entertainment', 'global issues', 'teaching', 'writing']",1357888,231
Karen Armstrong: My wish: The Charter for Compassion,"People want to be religious, says scholar Karen Armstrong; we should help make religion a force for harmony. She asks the TED community to help build a Charter for Compassion -- to restore the Golden Rule as the central global religious doctrine.","['people', 'want', 'religious', 'say', 'scholar', 'karen', 'armstrong', 'help', 'religion', 'force', 'harmony', 'ask', 'ted', 'community', 'help', 'build', 'charter', 'compassion', 'restore', 'golden', 'rule', 'central', 'global', 'religious', 'doctrine']","['TED Prize', 'collaboration', 'faith', 'global issues', 'religion']",1277619,456
Neil Turok: My wish: Find the next Einstein in Africa,"Accepting his 2008 TED Prize, physicist Neil Turok speaks out for talented young Africans starved of opportunity: by unlocking and nurturing the continent's creative potential, we can create a change in Africa's future.","['accept', '2008', 'ted', 'prize', 'physicist', 'neil', 'turok', 'speak', 'talented', 'young', 'africans', 'starve', 'opportunity', 'unlock', 'nurture', 'continent', 'creative', 'potential', 'create', 'change', 'africa', 'future']","['Africa', 'TED Prize', 'education', 'math', 'physics', 'science', 'technology']",473165,69
Norman Foster: My green agenda for architecture,"Architect Norman Foster discusses his own work to show how computers can help architects design buildings that are green, beautiful and ""basically pollution-free."" From the 2007 DLD Conference, Munich; www.dld-conference.com","['architect', 'norman', 'foster', 'discuss', 'work', 'computer', 'help', 'architect', 'design', 'building', 'green', 'beautiful', 'basically', 'pollution', 'free', '2007', 'dld', 'conference', 'munich', 'www.dld-conference.com']","['architecture', 'cities', 'green']",763815,67
Christopher deCharms: A look inside the brain in real time,"Neuroscientist and inventor Christopher deCharms demonstrates a new way to use fMRI to show brain activity -- thoughts, emotions, pain -- while it is happening. In other words, you can actually see how you feel.","['neuroscientist', 'inventor', 'christopher', 'decharm', 'demonstrate', 'new', 'way', 'use', 'fmri', 'brain', 'activity', 'thought', 'emotion', 'pain', 'happen', 'word', 'actually', 'feel']","['biology', 'brain', 'business', 'demo', 'medicine', 'science', 'technology', 'visualizations']",1485761,156
Clifford Stoll: The call to learn,"Clifford Stoll captivates his audience with a wildly energetic sprinkling of anecdotes, observations, asides -- and even a science experiment. After all, by his own definition, he's a scientist: ""Once I do something, I want to do something else.""","['clifford', 'stoll', 'captivate', 'audience', 'wildly', 'energetic', 'sprinkling', 'anecdote', 'observation', 'aside', 'science', 'experiment', 'definition', 'scientist', 'want']","['culture', 'education', 'science', 'technology', 'web']",2283491,251
"Rokia Traore: ""M'Bifo""","Rokia Traore sings the moving ""M'Bifo,"" accompanied on the n'goni, a lute-like Malian stringed instrument with a soulful timbre. A quietly mesmerizing performance.","['rokia', 'traore', 'sing', 'moving', ""m'bifo"", 'accompany', ""n'goni"", 'lute', 'like', 'malian', 'string', 'instrument', 'soulful', 'timbre', 'quietly', 'mesmerize', 'performance']","['Africa', 'entertainment', 'guitar', 'live music', 'music', 'performance']",294936,67
Siegfried Woldhek: The search for the true face of Leonardo,<i>Mona Lisa</i> is one of the best-known faces on the planet. But would you recognize an image of Leonardo da Vinci? Illustrator Siegfried Woldhek uses some thoughtful image-analysis techniques to find what he believes is the true face of Leonardo.,"['<', '>', 'mona', 'lisa</i', '>', 'well', 'know', 'face', 'planet', 'recognize', 'image', 'leonardo', 'da', 'vinci', 'illustrator', 'siegfried', 'woldhek', 'use', 'thoughtful', 'image', 'analysis', 'technique', 'find', 'believe', 'true', 'face', 'leonardo']","['art', 'demo', 'design', 'entertainment', 'history', 'technology']",1224127,82
David Hoffman: Sputnik mania,"Filmmaker David Hoffman shares footage from his feature-length documentary Sputnik Mania, which shows how the Soviet Union's launch of Sputnik in 1957 led to both the space race and the arms race -- and jump-started science and math education around the world.","['filmmaker', 'david', 'hoffman', 'share', 'footage', 'feature', 'length', 'documentary', 'sputnik', 'mania', 'show', 'soviet', 'union', 'launch', 'sputnik', '1957', 'lead', 'space', 'race', 'arm', 'race', 'jump', 'start', 'science', 'math', 'education', 'world']","['education', 'history', 'math', 'science', 'space', 'technology', 'war']",311741,39
Jakob Trollback: A new kind of music video,"What would a music video look like if it were directed by the music, purely as an expression of a great song, rather than driven by a filmmaker's concept? Designer Jakob Trollback shares the results of his experiment in the form.","['music', 'video', 'look', 'like', 'direct', 'music', 'purely', 'expression', 'great', 'song', 'drive', 'filmmaker', 'concept', 'designer', 'jakob', 'trollback', 'share', 'result', 'experiment', 'form']","['animation', 'art', 'demo', 'design', 'entertainment', 'film', 'music', 'online video', 'visualizations']",480377,68
Stephen Hawking: Questioning the universe,"In keeping with the theme of TED2008, professor Stephen Hawking asks some Big Questions about our universe -- How did the universe begin? How did life begin? Are we alone? -- and discusses how we might go about answering them.","['keep', 'theme', 'ted2008', 'professor', 'stephen', 'hawking', 'ask', 'big', 'questions', 'universe', 'universe', 'begin', 'life', 'begin', 'discuss', 'answer']","['String theory', 'evolution', 'math', 'physics', 'science', 'time', 'universe']",8655723,551
Al Gore: New thinking on the climate crisis,"In this brand-new slideshow (premiering on TED.com), Al Gore presents evidence that the pace of climate change may be even worse than scientists recently predicted. He challenges us to act.","['brand', 'new', 'slideshow', 'premier', 'ted.com', 'al', 'gore', 'present', 'evidence', 'pace', 'climate', 'change', 'bad', 'scientist', 'recently', 'predict', 'challenge', 'act']","['activism', 'climate change', 'global issues', 'science']",1751426,664
Johnny Lee: Free or cheap Wii Remote hacks,"Building sophisticated educational tools out of cheap parts, Johnny Lee demos his cool Wii Remote hacks, which turn the $40 video game controller into a digital whiteboard, a touchscreen and a head-mounted 3-D viewer.","['build', 'sophisticated', 'educational', 'tool', 'cheap', 'part', 'johnny', 'lee', 'demo', 'cool', 'wii', 'remote', 'hack', 'turn', '$', '40', 'video', 'game', 'controller', 'digital', 'whiteboard', 'touchscreen', 'head', 'mount', '3', 'd', 'viewer']","['business', 'demo', 'design', 'education', 'entertainment', 'gaming', 'hack', 'technology']",5483940,258
Tod Machover + Dan Ellsey: Inventing instruments that unlock new music,"Tod Machover of MIT's Media Lab is devoted to extending musical expression to everyone, from virtuosos to amateurs, and in the most diverse forms, from opera to video games. He and composer Dan Ellsey shed light on what's next.","['tod', 'machover', 'mit', 'media', 'lab', 'devoted', 'extend', 'musical', 'expression', 'virtuoso', 'amateur', 'diverse', 'form', 'opera', 'video', 'game', 'composer', 'dan', 'ellsey', 'shed', 'light']","['creativity', 'demo', 'design', 'entertainment', 'health care', 'live music', 'music', 'technology', 'writing']",497153,87
Yochai Benkler: The new open-source economics,Yochai Benkler explains how collaborative projects like Wikipedia and Linux represent the next stage of human organization.,"['yochai', 'benkler', 'explain', 'collaborative', 'project', 'like', 'wikipedia', 'linux', 'represent', 'stage', 'human', 'organization']","['Google', 'business', 'collaboration', 'economics', 'law', 'social change', 'technology', 'wikipedia']",753974,92
Ernest Madu: World-class health care,"Dr. Ernest Madu runs the Heart Institute of the Caribbean in Kingston, Jamaica, where he proves that -- with careful design, smart technical choices, and a true desire to serve -- it's possible to offer world-class healthcare in the developing world.","['dr.', 'ernest', 'madu', 'run', 'heart', 'institute', 'caribbean', 'kingston', 'jamaica', 'prove', 'careful', 'design', 'smart', 'technical', 'choice', 'true', 'desire', 'serve', 'possible', 'offer', 'world', 'class', 'healthcare', 'develop', 'world']","['Africa', 'activism', 'global development', 'global issues', 'health', 'health care', 'heart health', 'public health', 'science']",371754,51
Amy Tan: Where does creativity hide?,"Novelist Amy Tan digs deep into the creative process, looking for hints of how hers evolved.","['novelist', 'amy', 'tan', 'dig', 'deep', 'creative', 'process', 'look', 'hint', 'evolve']","['culture', 'entertainment', 'storytelling', 'writing']",2477746,145
Brian Greene: Making sense of string theory,"Physicist Brian Greene explains superstring theory, the idea that minscule strands of energy vibrating in 11 dimensions create every particle and force in the universe.","['physicist', 'brian', 'greene', 'explain', 'superstre', 'theory', 'idea', 'minscule', 'strand', 'energy', 'vibrate', '11', 'dimension', 'create', 'particle', 'force', 'universe']","['String theory', 'TED Brain Trust', 'physics', 'science', 'universe']",4119616,534
Brian Cox: CERN's supercollider,"""Rock-star physicist"" Brian Cox talks about his work on the Large Hadron Collider at CERN. Discussing the biggest of big science in an engaging, accessible way, Cox brings us along on a tour of the massive project.","['rock', 'star', 'physicist', 'brian', 'cox', 'talk', 'work', 'large', 'hadron', 'collider', 'cern', 'discuss', 'big', 'big', 'science', 'engaging', 'accessible', 'way', 'cox', 'bring', 'tour', 'massive', 'project']","['String theory', 'big bang', 'education', 'physics', 'science', 'technology']",3074172,292
They Might Be Giants: Wake up! It's They Might Be Giants!,"In a very, very early-morning set, They Might Be Giants rock TED2007, playing ""Older,"" ""Bee of the Bird of the Moth,"" ""Asbury Park,"" ""Fingertips,"" and ""The Alphabet of Nations."" Plus they take phone calls from the dead.","['early', 'morning', 'set', 'giants', 'rock', 'ted2007', 'play', 'old', 'bee', 'bird', 'moth', 'asbury', 'park', 'fingertip', 'alphabet', 'nations', 'plus', 'phone', 'call', 'dead']","['entertainment', 'humor', 'live music', 'music', 'performance']",362609,39
Hector Ruiz: The thinking behind 50x15,"Hector Ruiz, the executive chair of AMD, wants to give Internet access to everyone. In this talk, he shares his extraordinary life story and describes AMD's 50x15 initiative that calls for connecting 50 percent of the world by 2015.","['hector', 'ruiz', 'executive', 'chair', 'amd', 'want', 'internet', 'access', 'talk', 'share', 'extraordinary', 'life', 'story', 'describe', 'amd', '50x15', 'initiative', 'call', 'connect', '50', 'percent', 'world', '2015']","['Africa', 'education', 'global issues', 'philanthropy', 'technology']",315244,32
Paul Stamets: 6 ways mushrooms can save the world,"Mycologist Paul Stamets lists 6 ways the mycelium fungus can help save the universe: cleaning polluted soil, making insecticides, treating smallpox and even flu viruses.","['mycologist', 'paul', 'stamets', 'list', '6', 'way', 'mycelium', 'fungus', 'help', 'save', 'universe', 'clean', 'polluted', 'soil', 'make', 'insecticide', 'treat', 'smallpox', 'flu', 'virus']","['biology', 'design', 'food', 'global issues', 'pollution', 'science', 'technology']",4060628,356
Paul Ewald: Can we domesticate germs?,"Evolutionary biologist Paul Ewald drags us into the sewer to discuss germs. Why are some more harmful than others? How could we make the harmful ones benign? Searching for answers, he examines a disgusting, fascinating case: diarrhea.","['evolutionary', 'biologist', 'paul', 'ewald', 'drag', 'sewer', 'discuss', 'germ', 'harmful', 'harmful', 'one', 'benign', 'search', 'answer', 'examine', 'disgusting', 'fascinating', 'case', 'diarrhea']","['bacteria', 'biology', 'disease', 'evolution', 'global issues', 'health', 'illness', 'medicine', 'microbiology', 'science']",442623,69
Michael Moschen: Juggling as art ... and science,Michael Moschen puts on a quietly mesmerizing show of juggling. Don't think juggling is an art? You might just change your mind after watching Moschen in motion.,"['michael', 'moschen', 'put', 'quietly', 'mesmerizing', 'juggling', 'think', 'juggling', 'art', 'change', 'mind', 'watch', 'moschen', 'motion']","['MacArthur grant', 'dance', 'entertainment', 'math', 'music', 'physics', 'sports']",944836,82
Joshua Klein: A thought experiment on the intelligence of crows,"Hacker and writer Joshua Klein is fascinated by crows. (Notice the gleam of intelligence in their little black eyes?) After a long amateur study of corvid behavior, he's come up with an elegant thought experiment: a machine that could form a new bond between animal and human.","['hacker', 'writer', 'joshua', 'klein', 'fascinate', 'crow', 'notice', 'gleam', 'intelligence', 'little', 'black', 'eye', 'long', 'amateur', 'study', 'corvid', 'behavior', 'come', 'elegant', 'thought', 'experiment', 'machine', 'form', 'new', 'bond', 'animal', 'human']","['animals', 'design', 'hack', 'intelligence', 'interface design', 'technology']",2398373,303
Alisa Miller: How the news distorts our worldview,"Alisa Miller, head of Public Radio International, talks about why -- though we want to know more about the world than ever -- the media is actually showing us less. Eye-opening stats and graphs.","['alisa', 'miller', 'head', 'public', 'radio', 'international', 'talk', 'want', 'know', 'world', 'media', 'actually', 'show', 'eye', 'open', 'stat', 'graph']","['Google', 'business', 'economics', 'entertainment', 'global issues', 'media', 'news']",1888717,211
Mark Bittman: What's wrong with what we eat,"In this fiery and funny talk, New York Times food writer Mark Bittman weighs in on what's wrong with the way we eat now (too much meat, too few plants; too much fast food, too little home cooking), and why it's putting the entire planet at risk.","['fiery', 'funny', 'talk', 'new', 'york', 'times', 'food', 'writer', 'mark', 'bittman', 'weigh', 'wrong', 'way', 'eat', 'meat', 'plant', 'fast', 'food', 'little', 'home', 'cooking', 'put', 'entire', 'planet', 'risk']","['environment', 'food', 'green', 'obesity', 'sustainability']",3830672,537
Robert Ballard: The astonishing hidden world of the deep ocean,"Ocean explorer Robert Ballard takes us on a mindbending trip to hidden worlds underwater, where he and other researchers are finding unexpected life, resources, even new mountains. He makes a case for serious exploration and mapping. Google Ocean, anyone?","['ocean', 'explorer', 'robert', 'ballard', 'take', 'mindbending', 'trip', 'hide', 'world', 'underwater', 'researcher', 'find', 'unexpected', 'life', 'resource', 'new', 'mountain', 'make', 'case', 'exploration', 'mapping', 'google', 'ocean']","['adventure', 'animals', 'biodiversity', 'education', 'exploration', 'fish', 'oceans', 'science', 'submarine']",1281570,111
Yves Behar: Designing objects that tell stories,"Designer Yves Behar digs up his creative roots to discuss some of the iconic objects he's created (the Leaf lamp, the Jawbone headset). Then he turns to the witty, surprising, elegant objects he's working on now -- including the ""$100 laptop.""","['designer', 'yves', 'behar', 'dig', 'creative', 'root', 'discuss', 'iconic', 'object', 'create', 'leaf', 'lamp', 'jawbone', 'headset', 'turn', 'witty', 'surprising', 'elegant', 'object', 'work', 'include', '$', '100', 'laptop']","['business', 'computers', 'creativity', 'design', 'sex', 'society']",1109822,60
Arthur Ganson: Moving sculpture,Sculptor and engineer Arthur Ganson talks about his work -- kinetic art that explores deep philosophical ideas and is gee-whiz fun to look at.,"['sculptor', 'engineer', 'arthur', 'ganson', 'talk', 'work', 'kinetic', 'art', 'explore', 'deep', 'philosophical', 'idea', 'gee', 'whiz', 'fun', 'look']","['art', 'design', 'engineering', 'entertainment', 'humor', 'philosophy']",672113,76
Seyi Oyesola: A hospital tour in Nigeria,Dr. Seyi Oyesola takes a searing look at health care in underdeveloped countries. His photo tour of a Nigerian teaching hospital -- all low-tech hacks and donated supplies -- drives home the challenge of doing basic health care there.,"['dr.', 'seyi', 'oyesola', 'take', 'searing', 'look', 'health', 'care', 'underdeveloped', 'country', 'photo', 'tour', 'nigerian', 'teaching', 'hospital', 'low', 'tech', 'hack', 'donate', 'supply', 'drive', 'home', 'challenge', 'basic', 'health', 'care']","['activism', 'design', 'health', 'health care', 'invention', 'public health', 'technology']",230569,49
"Paul Collier: The ""bottom billion""","Around the world right now, one billion people are trapped in poor or failing countries. How can we help them? Economist Paul Collier lays out a bold, compassionate plan for closing the gap between rich and poor.","['world', 'right', 'billion', 'people', 'trap', 'poor', 'fail', 'country', 'help', 'economist', 'paul', 'collier', 'lay', 'bold', 'compassionate', 'plan', 'close', 'gap', 'rich', 'poor']","['Africa', 'activism', 'business', 'economics', 'global development', 'global issues', 'inequality', 'politics', 'poverty']",990220,139
